jordtype,komm,nedbarea,nmin,aar_mod,forfrugt,potnmin,jordn,pesticid,exptgens,mod_nmin,ngodnt,nopt,ngodnn,ngodn,nprot,saatid,rokap,dgv1059,sort,srtprot,nplac,dg25,ngtilg,ntilg,saamng,tkvs,saakern,partigerm,frspdag,jordinf,markgrm,antplnt,sorttkv,aks_m2,keraks,dgv5980,aks_vgt,srtsize,ksort,protein,udb,spndx,tkv,slt22,s2225,s2528,bgbyg
5,2,2,3,9,1,2,3,1,3,2,6,5,2,2,2,4,4,4,46,3,1,5,1,1,9,5,7,1,1,9,2,5,6,4,1,3,3,3,5,3,2,4,3,3,1,1,2
2,3,2,3,11,5,6,7,1,2,1,6,4,4,4,5,2,4,4,59,4,3,1,4,6,9,4,7,4,3,9,5,6,5,7,3,2,6,6,4,7,9,1,4,3,1,1,1
9,2,3,3,3,4,1,4,1,4,4,3,1,8,3,3,4,7,2,67,5,1,1,4,2,1,4,1,7,1,4,4,1,4,2,2,2,4,2,2,8,1,3,6,4,1,1,4
5,3,1,4,11,3,6,8,1,4,2,6,1,5,5,6,2,7,5,34,3,3,1,5,6,10,8,7,5,1,9,6,6,3,6,5,6,2,5,1,7,3,1,5,4,3,4,1
4,1,2,3,5,5,7,9,1,3,3,4,5,1,1,6,3,5,4,58,2,2,1,1,8,2,6,1,4,1,9,5,1,5,2,7,3,1,2,1,8,1,4,6,4,1,1,1
2,3,3,2,10,2,4,4,1,3,1,6,4,1,10,4,5,4,3,66,5,1,3,9,10,5,7,4,4,2,9,5,3,6,3,6,2,7,4,1,7,3,4,3,2,2,3,4
9,2,2,2,10,2,4,4,1,4,1,7,1,9,7,3,2,6,5,7,3,2,6,3,3,6,1,7,8,3,9,9,7,5,6,3,3,7,4,5,7,8,2,3,2,1,1,4
8,1,3,3,9,3,4,6,1,3,2,5,5,5,5,5,4,7,3,10,2,1,1,4,5,1,6,1,5,3,9,6,1,4,3,6,4,5,5,1,6,2,4,3,4,3,5,4
8,3,1,4,2,4,5,9,1,4,5,2,1,7,2,7,5,5,3,67,7,2,2,2,8,6,1,7,6,1,9,7,7,2,8,2,4,5,4,3,8,9,4,2,2,1,1,3
7,5,3,4,7,1,1,4,1,5,4,5,3,5,5,3,4,7,4,46,3,1,4,2,3,4,9,2,8,2,9,8,2,6,2,1,6,5,3,5,3,1,4,1,1,1,1,1
8,4,3,3,1,2,3,7,1,6,5,5,3,1,4,5,5,6,4,56,5,1,7,1,6,4,4,4,8,1,9,9,4,6,1,5,6,3,3,1,8,1,1,2,2,3,5,1
6,3,3,3,11,3,3,4,1,5,1,7,3,6,6,3,3,5,5,30,4,1,1,8,10,6,1,7,8,1,9,9,7,6,6,4,4,4,6,1,6,5,4,4,4,2,3,1
3,2,2,1,2,3,2,4,1,3,2,5,5,3,3,3,3,2,2,29,6,3,5,3,3,8,6,7,8,2,9,9,7,4,6,2,5,2,5,1,6,3,4,3,4,2,2,2
7,4,3,3,2,3,5,9,1,6,4,5,3,4,4,7,4,5,3,26,3,2,1,4,8,4,3,4,9,1,9,9,4,4,3,5,3,7,3,3,8,3,4,6,4,1,2,5
7,4,3,3,3,2,3,6,1,5,4,5,3,8,5,5,3,6,5,66,5,1,3,4,4,3,6,2,3,1,9,4,1,7,2,3,6,1,4,1,3,1,4,6,4,3,5,1
2,1,2,3,9,5,5,7,1,3,2,5,4,3,3,5,3,4,3,23,5,3,1,3,5,9,4,7,2,2,9,3,5,6,4,3,1,7,5,5,6,4,4,1,2,1,1,3
1,4,3,2,9,4,4,4,1,2,1,4,3,5,4,3,4,1,1,61,4,1,1,6,10,4,3,4,5,1,4,4,3,5,4,6,1,7,4,1,8,4,4,5,4,2,3,5
8,3,1,3,2,3,4,8,1,3,4,3,5,1,1,5,1,7,5,25,4,1,1,2,6,9,1,7,5,3,8,5,6,4,5,3,3,7,7,5,7,6,4,3,1,1,1,4
6,1,1,3,7,5,6,8,1,3,3,4,6,1,1,5,1,5,4,38,4,1,1,1,7,5,4,5,2,8,4,2,3,6,3,6,1,7,5,1,8,3,1,4,4,2,3,5
9,4,2,4,5,3,7,9,1,4,4,4,1,6,4,7,2,7,5,29,6,3,1,4,7,4,5,3,5,2,6,5,3,6,4,4,5,7,5,4,6,4,4,2,3,1,1,1
3,5,2,2,7,2,2,3,1,2,2,5,3,5,5,2,5,3,1,18,3,2,4,4,10,4,2,4,3,1,9,4,3,6,5,6,6,2,3,1,5,3,4,2,4,2,2,1
9,4,3,3,10,2,2,3,1,3,2,5,5,1,1,2,3,7,5,41,4,2,1,1,1,9,6,7,3,2,7,4,6,5,4,1,2,4,6,5,3,3,4,1,2,1,1,3
9,3,2,3,9,2,4,6,1,4,2,6,1,10,6,5,1,6,5,13,4,3,1,6,4,1,2,1,7,6,8,7,1,5,3,4,6,5,4,1,8,2,4,1,4,2,3,2
9,3,1,4,6,1,2,6,1,3,4,4,5,5,4,4,1,7,5,21,1,2,1,4,5,3,8,2,1,5,5,1,1,5,2,5,3,9,2,5,4,3,4,2,1,1,1,3
6,4,3,3,7,1,2,4,1,5,3,6,2,3,3,3,3,5,4,20,4,1,1,6,10,4,7,3,1,4,9,2,2,5,5,6,5,5,5,1,7,4,4,4,4,3,5,3
7,4,3,2,8,4,7,8,2,4,1,6,2,7,6,6,1,7,5,11,4,3,1,6,7,2,9,1,7,4,8,7,1,6,4,3,2,8,4,5,1,5,4,2,1,1,1,4
3,3,2,2,10,4,3,3,1,3,1,5,4,7,5,2,1,3,2,44,4,2,1,5,10,3,3,3,3,3,6,3,2,6,3,7,5,4,2,1,7,2,4,3,4,2,2,2
7,5,2,4,11,5,6,8,1,5,2,7,2,7,7,6,4,6,5,41,4,3,1,7,6,10,6,7,9,1,9,10,7,4,8,2,6,2,6,2,7,8,4,5,4,1,1,2
4,4,3,2,10,2,3,3,1,4,1,7,1,7,7,3,1,4,5,26,2,1,1,4,10,6,8,4,8,4,9,9,4,4,4,5,2,7,3,3,4,4,4,3,4,1,2,5
3,5,2,1,7,3,2,2,1,3,1,6,5,1,10,2,1,3,5,3,2,3,1,10,10,5,5,4,4,5,7,4,3,3,5,6,2,5,3,1,1,4,4,4,4,3,5,6
1,4,3,2,11,4,1,1,1,3,1,5,5,1,1,1,5,2,1,17,3,3,6,1,1,3,4,3,1,1,9,2,2,8,2,2,2,5,2,4,1,1,4,3,4,1,1,4
4,2,1,3,7,5,4,6,1,4,3,5,1,10,5,5,4,3,5,57,3,1,3,2,4,5,6,4,2,1,9,3,3,5,4,2,4,6,5,5,5,3,4,4,2,1,1,1
8,3,1,2,4,4,1,3,1,4,3,4,1,7,4,2,4,6,4,47,5,1,1,4,10,4,9,2,4,1,5,4,1,6,2,7,1,9,6,3,4,3,4,5,4,1,1,5
3,3,3,1,10,2,2,1,1,2,1,6,3,2,2,1,4,2,3,63,3,2,1,1,1,9,4,7,7,1,5,5,6,6,4,2,4,3,4,3,2,2,4,3,4,1,1,1
5,4,3,3,1,1,2,6,1,3,5,3,5,5,3,4,4,5,3,33,3,1,3,1,5,6,8,4,8,2,9,9,4,5,4,4,4,6,5,3,6,3,4,6,4,1,1,1
2,5,2,3,11,1,1,2,1,3,1,7,5,1,10,2,1,5,5,2,3,1,6,1,1,3,6,2,3,6,8,4,2,6,2,2,4,1,5,2,7,1,1,1,4,2,3,1
1,5,3,2,3,3,3,6,1,3,3,4,5,5,4,4,5,2,2,53,4,2,6,2,4,10,8,7,7,1,9,8,7,6,6,3,3,7,5,5,8,8,4,2,2,1,1,3
5,1,1,3,7,4,6,8,1,4,3,4,1,6,4,6,3,5,5,25,3,3,1,4,6,8,6,7,5,1,7,5,6,4,7,2,4,5,7,5,3,8,4,2,3,1,1,1
7,2,2,4,11,4,7,9,1,4,2,5,1,6,5,7,4,5,4,33,3,1,5,1,8,4,2,4,9,5,9,10,4,5,6,4,2,7,5,4,1,8,4,4,3,1,1,1
4,4,2,2,7,5,5,6,1,3,2,5,5,5,5,5,3,3,2,42,5,1,5,1,4,4,9,2,5,1,9,6,2,4,1,7,5,6,5,1,8,1,4,5,4,3,4,1
7,5,2,3,2,1,2,6,1,4,4,5,1,10,5,5,5,6,4,5,3,2,2,5,4,5,3,5,3,1,4,3,4,4,4,3,2,7,4,5,4,4,4,2,2,1,1,1
1,2,2,1,3,3,7,8,1,2,2,4,4,5,4,6,1,1,4,43,4,2,1,3,7,6,5,5,7,3,9,8,5,6,5,7,1,9,4,3,3,9,4,6,4,1,1,5
4,2,1,4,7,2,4,7,1,4,4,4,1,4,4,5,2,4,5,5,3,1,1,5,6,6,1,7,3,4,7,4,6,3,5,5,2,7,5,3,7,6,1,6,4,1,1,3
1,4,3,2,11,1,1,1,1,2,1,6,3,2,2,1,3,1,4,12,2,1,3,1,1,7,6,6,3,3,9,4,5,4,6,5,6,1,4,1,2,3,4,5,1,3,3,1
4,3,1,3,3,1,1,4,1,3,4,4,5,3,3,3,3,4,4,60,3,3,2,3,3,2,1,3,6,2,9,7,3,4,2,1,6,2,5,4,6,1,4,2,3,1,1,1
2,2,1,3,9,5,3,5,1,3,2,5,6,1,1,3,4,3,4,63,3,1,2,1,3,6,4,5,7,2,9,8,5,5,4,2,2,6,5,5,3,3,4,6,2,1,1,1
1,2,3,2,4,3,2,4,1,3,3,4,5,3,3,3,2,2,2,14,5,3,1,3,2,1,3,1,6,2,6,5,1,4,2,2,2,6,6,5,3,2,4,4,3,1,1,3
9,1,2,3,1,1,1,5,1,3,5,3,5,4,3,4,5,6,2,67,4,2,2,3,4,9,8,6,9,1,9,9,6,6,6,2,1,9,5,5,5,9,4,1,1,1,1,6
4,3,2,2,10,1,2,2,2,2,1,6,4,5,5,2,2,4,4,8,4,2,1,6,10,5,9,3,1,4,9,2,2,4,5,7,3,5,3,1,5,4,3,2,4,2,2,1
2,4,1,3,11,4,8,9,1,3,1,5,5,1,1,6,3,4,4,12,3,2,3,1,7,1,6,1,6,1,9,7,1,4,2,7,2,8,4,1,7,3,1,3,4,2,5,1
3,2,3,1,2,5,3,5,1,2,2,5,3,6,5,4,3,1,1,66,4,3,2,5,3,10,3,7,9,2,8,9,7,6,5,2,4,5,3,4,4,4,1,2,4,1,1,1
7,3,3,2,6,3,5,7,1,4,2,6,1,4,4,5,1,7,5,27,3,3,1,4,6,4,1,5,9,6,7,8,5,6,2,5,5,4,3,1,8,1,4,3,4,3,6,6
9,5,2,3,11,1,2,3,1,3,1,7,4,7,7,3,3,7,4,33,3,1,3,5,10,2,3,2,1,1,9,2,1,5,2,7,3,7,5,1,7,2,1,5,4,3,6,1
7,4,3,2,9,1,2,2,1,5,1,8,2,8,8,2,5,6,3,33,4,2,7,4,10,6,2,7,5,1,4,4,6,5,5,5,3,8,4,4,7,7,1,6,3,1,1,4
6,4,3,3,9,3,6,8,1,4,2,6,1,5,5,6,4,6,4,50,2,1,3,2,7,5,5,4,5,3,6,5,3,5,2,7,6,6,4,1,7,2,1,3,4,3,4,1
1,2,1,2,4,3,2,4,1,3,3,4,5,3,3,3,4,1,3,62,2,2,4,2,2,5,6,4,2,1,9,3,3,4,5,2,1,5,3,4,2,4,4,2,4,1,1,2
1,5,2,1,1,5,4,6,1,4,3,5,1,10,5,5,3,1,4,13,5,1,3,3,4,4,7,3,2,3,9,3,2,5,4,4,1,2,4,1,8,2,4,5,4,3,5,5
1,3,2,2,2,4,3,6,1,3,3,3,4,3,3,4,4,1,1,63,4,2,2,2,5,5,6,4,9,1,7,8,4,5,3,5,1,7,4,2,8,3,4,4,4,1,1,3
1,5,3,2,1,3,2,5,1,3,4,3,5,4,3,4,2,1,5,54,3,3,1,3,4,10,6,7,9,3,8,9,7,4,8,2,6,2,6,2,4,8,4,1,4,1,1,1
9,3,3,2,7,1,1,2,1,2,2,5,4,6,5,2,3,7,4,14,5,1,1,3,9,4,3,4,8,3,9,9,4,4,4,6,3,7,6,1,8,4,4,5,3,2,3,1
5,3,3,3,1,2,3,7,1,4,5,3,1,4,3,5,2,5,5,13,5,2,1,3,6,1,7,1,8,2,9,8,1,5,7,3,1,1,4,1,6,4,1,5,4,3,5,5
5,2,2,3,11,3,5,6,1,5,1,7,3,8,7,5,5,5,4,15,1,2,6,3,4,9,9,6,3,1,9,4,5,2,7,2,4,3,3,2,8,7,4,3,4,1,2,3
2,2,2,2,8,5,6,7,1,3,1,6,4,3,3,5,2,3,2,48,4,3,1,3,6,2,9,1,1,4,9,2,1,6,1,5,2,7,7,3,8,1,1,1,4,1,1,3
8,4,3,2,10,4,7,7,1,3,1,5,5,1,1,5,3,7,5,9,2,3,5,1,6,6,8,4,7,1,9,8,4,6,2,3,6,5,2,3,6,1,4,5,2,1,2,2
2,4,2,2,10,5,6,6,1,3,1,6,5,5,5,5,3,3,3,59,4,3,2,5,5,4,9,2,2,1,4,2,1,5,4,4,5,5,5,2,8,3,4,4,4,2,3,2
9,1,1,2,1,4,5,8,1,4,4,3,2,7,3,6,4,7,4,58,2,2,2,3,6,8,6,7,5,3,6,5,6,5,2,3,5,6,3,3,4,2,4,5,4,1,1,3
3,3,3,2,1,1,1,4,1,2,4,3,3,6,3,3,1,3,5,30,4,2,1,2,3,5,1,7,3,6,4,3,5,5,3,2,1,3,7,4,8,2,4,3,4,1,1,4
8,5,2,3,8,4,4,6,1,3,2,4,5,5,4,4,3,6,5,10,2,2,1,4,5,9,3,7,5,3,9,6,6,5,6,5,6,2,5,1,7,3,4,2,4,3,4,1
9,5,2,3,11,4,1,2,1,4,1,6,1,7,6,2,2,6,4,43,4,3,5,6,10,5,6,4,3,6,9,4,3,5,5,6,6,2,4,1,6,3,4,4,4,2,2,1
1,3,1,2,11,2,2,2,2,3,1,6,6,2,2,1,2,1,1,18,3,1,5,1,1,7,7,5,8,4,4,5,4,7,6,1,1,6,3,5,1,7,4,3,1,1,1,3
1,3,2,2,10,4,3,3,1,3,1,5,4,7,5,2,3,2,3,59,4,3,7,5,10,7,5,6,9,3,9,10,6,6,3,5,2,7,5,3,6,3,4,2,4,1,1,4
7,4,3,4,2,4,7,9,1,4,5,2,1,6,2,7,4,6,4,49,2,1,2,1,8,6,2,7,4,3,9,5,6,6,5,5,1,1,5,1,7,2,4,4,4,3,3,4
8,4,2,4,1,2,4,9,1,5,6,3,3,3,3,7,4,6,4,26,4,2,3,1,8,1,1,2,1,7,4,1,1,4,3,5,6,2,3,1,8,1,4,4,4,3,4,2
6,5,2,3,7,2,3,5,1,3,3,4,4,2,2,3,3,5,4,49,3,3,1,2,3,1,7,1,9,3,5,6,1,5,2,1,6,3,5,4,4,1,4,2,2,1,1,1
7,1,3,3,1,5,5,9,1,4,5,3,1,6,3,7,1,5,6,44,3,2,1,4,8,6,7,5,7,6,4,4,4,6,3,4,4,7,3,3,3,3,4,2,4,1,1,3
1,2,1,1,2,5,3,5,1,3,2,5,5,4,4,4,1,2,2,53,4,2,1,3,3,6,3,6,9,6,4,5,5,4,5,3,6,2,4,1,8,3,4,2,2,2,4,1
3,5,2,2,4,3,2,4,1,3,3,4,5,2,2,3,5,2,1,45,3,1,6,1,2,7,2,7,1,1,9,2,5,6,4,4,3,4,4,1,4,3,4,5,4,2,4,2
6,2,2,3,11,1,3,4,1,4,1,8,1,9,8,4,5,6,2,36,5,3,3,8,10,9,4,7,1,2,9,2,5,5,4,7,6,3,5,1,8,2,4,2,4,2,1,2
5,1,1,4,7,5,8,9,1,4,4,4,1,7,4,7,3,5,4,40,6,2,1,4,8,1,9,1,7,1,9,8,1,5,6,3,3,8,4,5,8,9,4,4,1,1,1,1
1,4,2,2,11,5,3,3,1,3,1,6,6,4,4,2,4,2,2,62,2,1,1,3,1,2,5,2,8,1,9,8,2,5,2,2,3,5,3,4,2,1,4,4,4,1,1,4
8,2,1,4,2,3,3,8,1,3,5,2,4,5,2,6,1,7,5,35,6,2,3,1,7,7,3,7,9,6,7,8,7,1,7,2,3,7,2,5,7,9,4,3,1,1,1,4
2,3,2,3,3,3,5,9,1,3,4,3,5,1,1,6,5,3,3,19,5,2,6,1,7,6,2,7,1,3,9,2,5,5,5,5,1,1,5,1,8,2,4,4,4,3,3,5
3,1,3,2,1,3,2,5,1,3,4,3,4,1,1,3,3,3,4,39,3,3,4,1,4,10,2,7,4,1,9,5,6,5,7,3,5,2,5,1,8,6,4,2,4,2,4,3
2,1,1,3,8,2,3,5,1,3,2,5,4,1,1,3,4,5,4,51,3,1,5,1,4,9,5,7,1,1,9,2,5,7,6,2,5,1,2,1,6,3,4,5,4,2,4,1
9,1,1,3,1,2,4,8,1,2,5,2,4,5,2,6,2,7,4,3,3,3,1,2,6,5,1,7,6,4,5,5,6,2,7,3,1,1,3,1,8,4,1,4,4,3,6,5
7,4,1,4,5,3,3,7,1,5,4,4,2,7,4,5,4,5,4,54,3,1,1,4,6,6,6,5,3,3,6,3,4,6,3,5,4,7,4,3,8,3,1,5,4,1,1,2
2,1,2,2,10,4,3,3,1,4,1,6,2,10,6,3,1,4,6,41,4,3,4,6,10,7,9,4,4,7,7,4,3,5,2,7,2,7,6,1,4,2,4,4,4,3,5,1
4,3,2,3,10,1,2,3,2,2,2,5,3,4,4,2,3,3,2,24,6,2,1,3,1,9,6,7,1,1,9,2,5,4,4,2,6,1,6,1,8,2,4,4,4,2,2,1
1,1,1,2,5,3,2,4,1,3,2,2,4,1,1,2,4,2,2,59,5,3,1,1,2,6,2,7,7,1,7,7,7,5,3,2,5,4,6,4,6,2,4,2,4,1,1,2
2,2,3,2,11,5,4,4,1,4,1,7,1,9,7,3,1,4,4,12,2,1,1,10,10,3,4,3,5,5,4,4,2,4,6,6,4,4,4,1,6,5,3,6,4,3,4,3
3,2,3,1,10,3,2,1,1,3,1,6,5,1,10,2,4,2,3,14,5,1,1,10,9,7,8,5,6,1,9,7,5,4,6,4,3,6,6,3,5,7,4,6,4,1,1,4
9,2,3,2,5,1,3,5,1,3,2,6,5,4,4,4,2,5,6,21,2,3,6,4,4,7,6,6,2,2,9,3,5,3,6,3,2,6,3,4,1,7,1,5,4,1,1,4
9,4,3,2,8,3,2,3,1,3,1,6,5,2,2,2,1,6,6,19,4,3,1,2,1,7,8,5,4,7,5,4,4,5,2,2,6,1,3,1,4,1,4,5,4,2,4,2
8,4,1,4,1,5,1,6,1,3,6,2,4,2,2,4,1,5,6,43,3,2,1,2,4,4,2,4,4,6,6,4,3,6,1,7,6,5,3,1,7,1,4,7,4,2,2,2
1,3,1,2,6,3,3,4,1,3,2,5,4,1,1,2,4,1,1,18,3,3,1,1,3,2,4,2,1,1,9,2,1,6,3,4,2,7,2,4,2,3,4,3,4,1,1,3
2,2,2,2,3,1,2,4,1,3,3,5,5,2,2,3,4,1,2,51,3,1,1,3,2,7,9,4,4,1,9,5,3,8,2,4,4,2,2,1,7,1,4,4,4,3,5,3
1,3,3,1,1,2,1,3,1,3,3,4,5,2,2,2,3,2,1,44,3,1,1,3,1,6,1,7,5,1,7,5,6,7,4,1,5,1,3,3,4,2,4,4,4,1,1,1
1,2,1,1,3,2,1,3,1,3,2,5,6,4,4,2,2,1,4,22,3,3,3,4,10,4,1,5,3,1,8,4,4,8,3,7,1,9,3,3,6,5,4,4,4,1,2,5
2,2,3,2,9,3,5,6,2,3,1,6,6,1,10,5,5,5,2,58,2,3,5,10,10,4,2,4,3,1,9,4,3,5,6,3,6,2,2,1,8,3,4,3,2,2,5,1
2,1,1,2,10,2,3,3,1,3,1,6,5,2,2,2,5,4,1,28,3,2,6,1,1,1,5,1,7,1,9,8,1,3,2,2,2,4,4,4,1,1,4,2,4,1,1,5
5,5,3,3,4,1,2,5,1,3,4,4,6,1,1,3,2,5,5,21,3,3,3,1,4,7,5,6,5,2,9,6,6,4,6,2,5,1,3,1,5,3,4,2,4,2,4,1
1,3,3,1,3,3,2,3,1,2,2,4,4,7,4,2,2,1,4,24,7,1,3,3,1,2,8,1,6,3,9,7,1,5,1,1,1,3,6,5,7,1,4,2,2,1,1,6
5,1,3,3,2,3,5,9,1,4,4,4,1,6,4,7,2,4,4,51,2,3,1,4,8,8,2,7,1,4,8,2,5,6,2,6,2,8,2,3,5,2,3,5,4,1,2,1
9,1,1,3,1,5,5,9,1,3,5,2,5,1,1,6,1,5,4,9,2,3,1,1,8,8,4,7,2,6,6,2,5,5,4,1,2,1,3,4,7,2,4,3,4,1,1,1
8,4,1,4,11,4,8,9,1,3,2,4,6,2,2,7,5,6,4,4,3,3,4,2,8,10,3,7,7,1,5,5,6,6,3,6,6,3,4,1,4,2,4,3,4,3,3,1
2,5,2,4,2,5,5,9,1,3,5,2,5,1,1,6,2,5,5,30,4,3,1,1,7,3,1,4,7,5,6,6,4,5,2,6,3,6,5,1,7,2,4,4,4,2,5,4
7,3,3,4,1,5,8,9,1,5,6,3,2,9,3,7,5,7,4,29,5,1,4,2,8,6,3,6,5,6,5,4,5,5,5,5,4,7,5,3,8,6,4,4,4,1,1,3
5,1,2,4,5,4,5,9,1,4,4,3,1,6,3,7,1,5,5,64,4,1,4,1,8,2,1,3,2,7,4,2,2,4,4,3,2,5,5,3,3,3,1,4,4,1,1,4
9,3,2,3,3,2,4,8,1,3,4,3,4,4,3,6,3,7,4,51,3,1,1,3,7,4,9,2,3,2,9,4,1,7,2,5,2,8,2,4,3,3,4,4,2,1,1,4
1,3,1,1,11,4,2,1,1,3,1,5,3,2,2,1,3,2,1,59,4,1,2,2,8,10,4,7,1,1,9,2,5,5,3,4,6,4,5,1,3,2,4,4,2,2,4,1
9,3,2,3,5,2,3,6,1,2,3,4,4,2,2,4,2,7,5,30,3,1,1,2,4,1,7,1,6,4,9,7,1,5,3,3,3,5,6,4,5,2,1,2,4,1,1,3
4,4,3,2,7,1,2,3,1,3,2,6,4,7,6,2,1,5,6,4,3,2,7,3,1,1,9,1,4,4,5,4,1,6,1,7,4,2,4,1,2,1,4,8,4,2,1,4
6,1,1,3,3,4,6,9,1,4,4,3,1,6,3,7,5,6,4,48,4,3,4,3,7,8,7,6,2,3,9,3,5,5,5,7,6,2,6,1,8,3,4,2,4,2,1,1
7,3,1,4,9,1,2,5,1,4,3,6,1,9,6,4,1,6,6,13,5,3,3,6,10,4,3,4,9,4,9,9,4,5,5,7,1,7,3,1,5,6,4,5,4,3,6,4
3,3,1,1,8,2,1,1,1,3,1,6,4,5,5,1,2,2,3,48,3,1,1,6,8,1,6,1,1,5,9,2,1,5,4,6,1,9,6,4,3,7,4,4,2,1,1,1
3,4,2,1,8,5,3,3,1,4,1,7,1,7,7,3,3,3,2,34,2,1,1,5,10,1,6,1,2,1,9,3,1,5,4,4,2,9,5,5,6,7,1,3,2,2,1,6
4,4,3,2,10,5,3,3,1,2,1,6,4,7,6,3,2,3,3,50,2,2,5,4,10,10,5,7,2,2,9,3,5,6,4,5,5,6,5,1,4,3,4,6,2,2,3,2
1,4,3,2,2,1,1,4,1,2,3,4,4,1,1,2,4,2,3,34,3,2,1,1,2,4,1,5,3,1,6,3,4,4,6,2,2,7,5,5,2,8,4,2,1,1,1,4
4,5,1,3,10,5,4,5,1,4,2,6,1,10,6,4,2,3,6,21,2,3,3,6,10,2,9,1,2,3,9,3,1,4,1,7,5,5,4,1,5,1,4,3,4,2,3,2
4,5,2,2,8,3,5,6,1,4,1,7,1,10,7,5,5,4,4,28,2,2,5,4,5,2,2,2,5,2,9,6,2,3,2,7,2,6,4,1,6,2,1,7,4,3,4,1
8,2,1,4,5,4,7,9,1,3,4,2,5,1,1,6,1,5,5,23,3,2,1,1,7,10,1,7,1,2,9,2,5,6,2,1,1,8,4,5,2,3,4,2,1,1,1,4
