jordtype,komm,nedbarea,nmin,aar_mod,forfrugt,potnmin,jordn,pesticid,exptgens,mod_nmin,ngodnt,nopt,ngodnn,ngodn,nprot,saatid,rokap,dgv1059,sort,srtprot,nplac,dg25,ngtilg,ntilg,saamng,tkvs,saakern,partigerm,frspdag,jordinf,markgrm,antplnt,sorttkv,aks_m2,keraks,dgv5980,aks_vgt,srtsize,ksort,protein,udb,spndx,tkv,slt22,s2225,s2528,bgbyg
2,3,1,2,1,1,2,5,1,3,4,4,5,3,3,4,5,5,4,32,2,1,3,2,4,6,3,6,6,1,9,7,6,6,8,2,6,1,5,1,5,7,4,4,4,2,3,1
2,2,1,3,1,2,3,7,2,3,5,2,6,1,1,5,3,3,5,32,1,2,5,1,5,3,8,2,9,3,8,8,2,6,6,6,2,8,5,3,3,9,4,5,4,1,1,4
1,1,1,2,3,5,3,6,1,3,3,4,6,1,1,4,5,2,3,50,2,3,2,1,4,1,7,1,7,1,9,8,1,6,2,2,1,7,6,5,7,2,4,2,1,1,1,1
1,2,2,2,11,2,3,3,1,2,1,6,3,5,5,2,2,2,4,47,5,3,3,5,10,2,8,1,9,2,9,9,1,5,2,7,5,1,6,1,6,1,4,7,4,2,1,2
7,5,2,3,7,5,7,9,1,5,3,6,3,3,3,7,2,6,4,50,2,2,6,2,8,8,5,7,5,6,3,3,5,6,3,6,6,3,5,1,7,2,4,5,4,3,3,3
2,5,2,4,11,3,4,6,1,3,2,5,5,5,5,5,4,3,2,18,3,2,1,6,4,10,1,7,8,1,9,9,7,6,6,3,5,3,4,1,8,4,4,2,4,2,3,2
7,5,2,2,7,1,2,3,1,5,2,7,3,5,5,2,2,6,5,53,3,3,1,5,10,5,6,4,6,1,9,7,4,4,4,4,6,1,5,1,6,2,4,4,4,1,5,1
3,3,3,2,3,5,4,6,1,2,3,4,4,2,2,4,4,3,1,64,4,3,7,2,4,4,5,3,7,1,9,8,3,5,5,4,5,2,6,1,8,3,4,2,3,3,5,2
9,2,2,3,8,5,5,7,1,2,2,5,3,1,1,5,1,6,4,48,5,1,1,1,5,1,6,1,7,5,9,8,1,5,4,4,2,8,7,5,7,6,4,3,1,1,1,1
5,2,3,3,7,4,3,5,1,3,3,3,6,1,1,3,4,6,3,40,6,3,1,1,4,9,1,7,3,1,9,4,6,5,8,2,3,7,5,5,7,9,4,2,1,1,1,4
6,5,3,4,7,3,6,9,1,4,4,4,1,6,4,7,3,6,4,22,3,3,1,4,7,1,8,1,6,5,5,5,1,8,5,5,6,1,3,1,8,2,1,7,4,2,3,1
7,2,2,3,11,4,8,9,1,5,1,6,3,4,4,7,3,6,5,10,2,2,5,3,7,9,6,7,1,3,5,1,4,5,3,5,6,2,6,1,8,1,3,4,4,3,4,2
5,1,1,3,4,3,6,9,1,4,4,4,1,6,4,7,5,6,3,58,3,3,6,4,8,4,4,4,5,6,7,5,3,6,3,6,6,3,2,1,8,2,4,4,4,3,3,2
4,2,3,2,7,2,2,3,1,4,2,6,1,7,6,3,5,4,4,31,1,1,6,1,2,9,4,7,2,3,9,3,5,2,6,1,2,1,3,2,2,3,1,2,4,1,1,1
9,5,1,3,11,1,2,3,1,3,1,7,5,2,2,2,4,7,4,24,6,2,1,3,1,2,4,2,8,1,9,8,2,5,2,2,6,2,6,2,8,1,1,3,4,1,1,1
8,1,1,3,11,1,1,2,1,3,1,7,4,6,6,2,1,7,5,34,3,1,4,4,9,2,8,1,2,4,6,2,1,5,2,5,4,8,5,4,6,2,4,3,2,1,1,1
6,1,3,4,8,1,1,4,1,4,3,6,1,9,6,3,1,6,4,53,4,3,1,6,10,1,8,1,8,5,9,9,1,4,2,7,6,5,5,1,7,1,4,5,4,2,3,2
2,2,2,3,2,4,4,8,1,4,4,3,1,5,3,6,3,3,2,63,3,2,2,3,7,6,3,6,1,1,6,1,4,5,2,1,6,6,5,5,8,2,4,3,1,1,1,1
8,4,3,2,1,3,5,8,1,3,4,3,5,1,1,5,2,7,5,32,2,3,1,1,7,8,8,6,4,4,9,5,5,6,3,5,4,7,5,2,5,3,4,2,4,1,1,1
5,5,3,3,4,3,8,9,1,4,4,4,1,7,4,7,3,5,3,8,4,1,1,4,8,3,5,2,7,3,9,8,2,3,3,1,1,7,2,5,8,3,1,1,1,1,1,1
7,4,2,3,11,5,6,7,1,5,1,8,3,1,1,5,5,7,3,36,5,3,2,1,6,3,4,3,2,1,9,3,2,4,2,4,1,8,5,5,8,3,4,2,2,1,1,5
5,3,2,3,9,3,3,5,1,4,2,6,1,9,6,4,4,4,4,42,4,2,1,5,3,7,8,5,8,2,9,9,5,5,4,3,2,6,5,4,7,3,4,4,4,1,1,1
9,2,1,4,1,5,6,9,2,4,6,2,2,9,2,7,3,7,5,61,4,1,1,3,8,2,1,3,6,1,8,6,3,4,5,5,1,1,4,1,7,2,4,5,2,3,3,5
8,3,1,4,1,5,8,9,1,2,6,1,3,4,1,6,3,7,5,9,3,2,2,1,7,4,7,3,7,3,9,8,3,6,3,4,5,6,2,2,5,2,4,2,4,2,2,1
2,1,2,2,10,3,4,4,1,3,1,6,5,3,3,3,3,4,3,61,3,3,2,3,3,9,3,7,6,1,9,7,7,4,7,2,2,5,4,4,6,8,4,3,2,1,1,5
9,4,1,3,9,4,7,9,1,3,2,4,5,1,1,6,4,5,3,25,4,2,2,1,7,4,6,3,3,4,9,4,2,5,2,1,5,5,7,5,7,1,4,3,1,1,1,1
7,2,1,4,11,2,5,7,1,4,2,6,1,4,4,5,4,5,4,48,4,1,1,4,6,7,9,4,8,2,9,9,4,5,2,6,3,8,6,3,7,3,4,3,4,1,1,2
5,4,3,2,4,4,7,9,1,3,3,3,5,1,1,6,1,4,5,54,3,3,1,1,8,7,8,5,3,5,6,3,4,5,5,5,2,8,6,4,1,8,4,3,3,1,1,4
9,3,3,3,8,5,8,9,1,4,2,6,1,7,6,7,1,7,5,50,2,2,1,6,8,10,8,7,1,5,9,2,5,6,3,1,5,6,4,5,8,3,4,2,1,1,1,1
6,4,1,4,4,2,3,7,1,5,5,4,3,1,1,5,2,6,5,41,4,1,1,1,6,8,5,7,3,4,9,4,6,5,6,3,4,7,6,5,5,8,4,1,3,1,1,6
4,2,2,3,7,1,2,4,1,2,3,4,3,5,4,3,5,3,3,31,2,2,3,3,2,9,4,7,1,2,8,2,5,2,5,2,5,1,4,1,2,2,4,6,4,2,3,1
9,3,1,4,5,4,5,9,1,3,4,2,6,3,2,7,2,6,4,25,4,3,2,2,8,5,9,3,5,2,6,5,3,4,3,6,6,2,6,1,7,1,4,7,4,2,3,1
5,1,1,4,7,1,1,4,1,4,4,5,1,8,5,3,1,5,5,45,4,3,1,5,10,1,9,1,8,6,3,4,1,5,1,7,5,5,4,1,4,1,4,7,4,2,3,6
9,2,3,2,11,5,8,8,1,4,1,7,1,5,5,6,1,6,5,33,3,1,7,1,7,5,3,5,5,4,6,5,4,5,2,6,4,8,5,3,4,3,4,6,4,1,1,5
4,1,1,3,4,4,8,9,1,4,4,3,1,6,3,7,1,3,5,9,2,2,1,3,7,1,4,1,8,2,9,9,1,6,6,2,2,7,1,5,8,8,4,2,1,1,1,4
8,1,3,3,5,5,8,9,1,4,3,5,1,6,5,7,5,5,1,51,4,2,3,5,7,9,4,7,8,1,8,8,7,8,8,4,3,7,2,4,8,9,4,4,4,1,1,3
6,3,3,2,11,4,7,7,1,4,1,6,1,4,4,5,3,4,3,58,2,2,1,5,5,8,4,7,7,1,9,8,7,5,5,5,1,9,3,5,4,9,4,6,4,1,1,1
8,5,3,4,3,5,1,6,1,3,5,2,4,3,2,4,3,7,4,16,2,2,1,2,4,7,5,6,6,1,8,6,6,5,6,3,6,1,3,1,7,3,4,2,4,3,6,2
8,4,3,3,1,2,3,7,1,6,5,5,4,3,3,5,4,7,5,43,5,2,2,2,5,6,1,7,6,3,6,5,6,6,8,2,1,7,4,5,8,9,4,4,1,1,1,5
9,5,2,3,11,2,3,4,1,3,1,6,6,1,10,4,5,6,4,65,3,2,2,10,10,10,5,7,2,1,9,3,5,4,4,7,2,8,5,1,8,5,4,2,4,2,4,1
8,3,1,3,9,2,4,5,1,5,2,7,3,7,7,4,1,6,5,36,5,2,7,3,3,7,2,7,5,3,9,6,6,5,4,5,2,6,5,1,8,3,4,7,2,2,3,5
9,4,2,3,7,4,6,8,1,4,3,4,1,6,4,6,4,7,4,65,5,2,1,3,7,10,5,7,6,1,9,7,7,3,4,7,3,5,4,1,8,3,4,5,4,2,3,1
4,2,3,3,7,1,1,3,1,4,3,6,1,7,6,3,1,4,5,32,3,1,1,9,10,4,6,3,2,2,6,2,2,6,3,7,2,8,5,1,3,3,4,2,4,2,4,4
8,5,2,3,10,1,1,2,1,3,2,6,5,1,10,2,3,7,4,23,5,1,1,9,9,4,4,4,3,3,9,4,3,5,5,4,5,1,5,1,3,2,4,4,4,3,5,2
7,2,2,3,11,4,8,9,1,5,1,6,2,9,6,7,3,6,5,22,3,1,5,3,8,9,5,7,6,3,8,6,6,8,3,6,1,9,2,5,5,5,1,5,2,1,1,4
1,4,3,2,3,2,3,5,1,2,3,4,3,7,4,4,2,2,4,9,2,2,1,3,4,3,6,2,6,4,9,7,2,5,4,4,3,6,3,3,7,3,4,3,4,1,2,5
4,2,3,2,7,2,4,5,2,3,2,5,6,1,1,3,3,3,2,27,3,1,1,2,3,7,3,7,3,1,9,4,6,6,5,3,5,2,4,1,5,3,4,2,2,2,4,4
7,3,1,4,10,5,8,9,1,5,3,6,3,4,4,7,3,6,5,51,2,1,7,1,8,5,4,5,3,1,6,3,4,7,4,5,4,7,1,1,1,4,4,4,2,2,3,1
7,2,1,4,11,5,8,9,1,5,2,7,3,3,10,8,5,4,3,23,4,1,6,1,7,9,2,7,1,1,9,2,5,5,3,5,2,8,5,4,8,3,4,5,2,1,1,4
8,2,1,5,1,2,4,9,1,6,6,4,4,6,4,7,4,7,4,15,3,2,1,5,7,4,6,3,9,3,5,6,3,4,3,5,1,7,2,3,8,3,4,5,4,2,2,4
6,3,3,3,11,4,8,9,1,4,1,6,1,6,6,7,5,7,4,7,3,1,7,1,7,9,7,7,7,2,9,8,7,5,7,5,3,8,6,4,5,9,4,2,3,1,1,1
2,1,1,3,8,3,4,6,1,3,2,5,5,5,5,5,1,4,5,18,3,1,1,6,4,7,2,7,3,6,5,3,5,5,3,4,1,7,3,4,3,3,4,2,4,1,1,5
2,1,1,3,6,5,2,4,2,3,3,4,5,3,3,3,3,4,2,30,4,1,1,1,3,10,1,7,2,1,9,3,5,5,4,3,1,1,7,1,5,2,4,3,4,2,4,3
9,5,3,3,11,3,4,5,1,4,1,7,1,9,7,4,2,6,4,57,3,3,4,7,10,9,7,7,7,3,9,8,7,5,7,2,1,7,4,5,5,9,4,4,1,1,1,5
4,2,1,3,6,4,3,6,1,4,3,4,1,10,4,4,5,4,2,31,3,3,4,4,4,2,5,2,7,2,9,8,2,3,1,1,2,8,5,5,5,1,4,1,1,1,1,4
4,1,1,2,11,5,6,6,1,3,1,6,4,3,3,4,5,4,3,58,3,1,2,1,4,1,7,1,8,1,9,9,1,5,4,3,2,9,2,5,7,7,4,3,2,1,1,4
2,5,3,2,9,4,8,9,1,4,1,6,1,6,6,7,3,4,4,52,2,1,2,3,7,6,1,7,1,2,9,2,5,5,5,7,1,1,5,1,8,2,1,4,4,2,1,5
6,2,3,3,11,2,3,4,1,3,1,6,4,1,10,4,1,5,5,44,3,1,1,8,10,5,8,3,3,3,9,4,2,6,5,6,1,8,4,3,6,8,4,2,4,1,1,5
4,4,1,3,1,1,2,6,1,3,5,3,4,3,3,4,1,4,3,60,3,2,1,2,4,7,3,7,1,3,9,2,5,5,5,3,4,5,6,3,8,4,1,1,4,1,1,1
9,4,3,3,10,3,6,7,1,3,2,5,5,1,10,6,4,7,4,28,4,3,4,10,10,4,8,3,8,2,9,9,3,3,4,7,5,7,5,1,8,4,4,3,4,3,6,4
4,1,2,2,3,4,6,9,1,3,3,3,6,3,3,7,4,5,4,48,4,1,3,3,8,6,5,5,8,1,9,9,5,5,2,4,2,5,6,3,8,1,1,4,3,2,2,1
6,3,1,3,9,5,8,9,1,4,2,6,1,6,6,7,4,5,2,20,3,3,5,6,8,7,5,6,8,1,6,6,6,4,3,6,2,7,5,1,8,3,4,6,3,2,3,4
6,5,3,3,7,5,4,6,1,4,3,5,1,10,5,5,5,7,4,53,4,3,6,5,5,6,5,5,7,2,9,8,5,5,5,4,3,3,5,1,7,3,1,2,2,2,5,1
6,5,1,4,7,5,2,5,1,4,4,4,1,9,4,4,3,5,4,18,4,2,1,4,3,10,8,7,2,1,9,3,5,6,3,2,5,3,2,3,6,2,4,6,4,2,2,2
2,5,2,2,11,4,5,5,1,4,1,6,1,10,6,4,5,3,4,24,5,2,5,3,3,3,5,2,2,1,9,3,1,5,1,5,5,2,6,1,8,1,4,4,4,3,4,3
6,4,3,3,7,2,2,4,1,4,3,5,1,9,5,3,3,6,4,19,4,2,5,1,2,10,6,7,4,1,9,5,6,5,4,2,6,1,4,1,8,2,1,2,4,2,3,1
2,3,2,3,8,5,7,9,1,4,2,6,1,6,6,7,3,3,4,14,5,2,5,3,8,6,6,5,6,3,9,7,5,5,2,6,5,1,6,1,8,1,4,6,4,2,2,3
5,4,3,3,4,3,8,9,1,5,4,4,3,3,3,7,5,6,4,29,5,2,6,1,7,9,9,6,8,1,9,8,6,5,4,5,3,7,5,3,7,4,4,7,4,1,1,1
4,4,2,2,10,5,5,5,1,4,1,7,1,9,7,4,5,5,3,64,4,2,2,8,10,4,2,4,5,1,6,5,3,4,2,6,1,8,6,3,7,3,4,3,4,1,1,1
4,5,1,3,1,2,3,7,1,3,5,2,4,4,2,5,1,3,5,60,4,2,1,3,6,9,5,7,8,8,5,5,6,5,6,5,5,4,5,1,4,5,4,2,4,3,5,1
1,1,2,1,3,3,3,5,1,3,2,5,6,1,1,3,1,1,5,24,7,2,1,1,3,2,2,2,6,6,6,5,2,6,1,3,1,7,6,5,6,1,4,4,4,1,1,6
4,2,2,2,7,4,2,3,1,3,2,4,5,2,2,2,3,5,5,3,3,2,1,2,2,3,2,3,3,5,4,3,2,3,2,3,6,1,2,1,4,1,3,2,4,3,6,1
2,2,2,2,4,2,5,7,1,3,3,4,5,1,1,5,4,3,4,11,4,2,5,1,5,2,3,2,4,2,8,5,2,6,1,6,5,4,3,1,6,1,4,3,4,3,4,2
8,5,1,4,2,4,8,9,1,3,5,1,4,6,1,6,5,7,3,12,2,1,2,1,8,1,7,1,1,1,9,2,1,4,3,1,5,6,4,5,8,2,4,3,1,1,1,2
8,2,1,4,6,5,3,6,1,2,4,3,3,8,3,4,4,7,4,56,4,1,1,2,5,7,7,5,4,1,7,4,4,7,5,4,4,7,3,4,7,6,4,6,4,1,1,3
3,5,2,1,8,4,1,1,1,3,1,5,4,4,4,1,3,2,5,21,2,1,3,1,1,8,4,7,9,1,9,9,7,3,6,1,1,6,3,5,1,7,4,4,1,1,1,5
8,3,3,3,10,2,2,3,1,5,2,7,4,7,7,3,3,7,4,43,3,3,2,7,10,7,4,6,2,1,9,3,5,6,2,7,1,7,4,1,5,2,4,5,4,3,6,4
7,2,2,3,10,1,2,3,1,5,2,7,3,4,4,2,4,7,4,9,2,1,3,3,1,10,3,7,8,1,4,5,6,6,5,1,1,6,3,5,3,5,4,3,1,1,1,4
1,5,2,1,1,2,2,4,1,2,3,4,3,5,4,3,1,1,5,65,4,2,4,3,2,8,5,7,7,7,3,4,6,3,5,1,2,2,6,4,7,3,4,3,3,1,1,5
6,4,1,4,7,4,8,9,1,4,4,3,1,6,3,7,2,5,5,60,3,2,3,3,8,5,2,5,2,3,9,3,4,5,3,1,3,7,5,5,8,3,4,3,1,1,1,4
5,5,1,4,5,1,1,5,1,4,4,5,1,10,5,4,5,4,2,46,3,2,4,3,3,9,3,7,7,4,6,6,6,6,3,5,2,5,3,1,8,2,4,6,4,3,6,5
7,3,2,3,5,2,4,7,1,4,3,5,1,4,4,5,3,6,3,41,4,3,1,4,6,8,7,6,1,1,9,2,4,5,3,4,6,1,6,1,8,1,2,2,3,3,5,2
3,4,2,1,8,1,1,1,1,2,1,6,3,2,2,1,4,3,3,26,3,1,3,2,8,3,8,2,8,1,9,9,2,4,5,4,5,6,3,3,2,5,4,2,4,1,2,2
8,1,3,3,11,1,1,2,1,3,1,7,5,1,10,2,1,6,6,4,3,1,1,7,10,9,4,7,9,3,9,10,7,6,6,7,6,3,2,1,3,4,4,5,4,2,1,2
5,3,1,3,10,3,6,7,1,4,2,6,1,4,4,5,1,5,6,6,3,1,1,2,5,3,2,3,8,5,6,6,3,6,1,6,4,2,5,1,3,1,4,5,4,2,2,3
6,4,1,5,8,1,2,6,1,3,4,4,4,2,2,4,3,6,5,38,4,3,5,2,5,9,9,6,6,1,8,6,6,6,7,4,6,3,5,1,8,7,4,8,2,2,5,2
6,4,3,4,7,5,3,6,1,4,4,4,1,10,4,4,3,6,5,3,3,2,3,3,4,10,6,7,8,1,9,9,7,4,8,1,6,2,3,3,3,8,4,1,4,1,1,1
2,5,1,2,11,2,4,4,1,2,1,6,4,1,10,4,3,4,4,2,3,2,3,8,10,2,9,1,4,3,9,5,1,7,1,5,2,7,5,2,5,1,4,2,4,1,1,1
9,1,2,4,1,1,2,7,1,3,6,2,6,1,1,5,2,6,4,49,2,2,1,1,5,10,9,6,7,6,4,4,5,5,3,5,6,2,6,1,8,1,4,7,4,3,4,1
6,5,2,3,7,1,2,4,1,3,3,5,4,1,1,2,2,7,4,58,1,2,1,1,3,7,8,5,8,1,5,5,4,5,4,4,3,6,2,2,2,3,4,5,4,2,2,1
5,4,3,3,7,4,1,3,1,4,3,4,1,8,4,2,1,6,5,56,5,3,3,4,10,4,8,3,1,6,7,2,2,6,3,7,4,5,3,1,6,2,1,2,4,2,2,5
2,1,2,3,1,5,5,9,1,3,5,2,6,2,2,7,4,4,3,19,4,2,1,2,8,3,8,2,5,1,9,6,2,5,3,1,2,8,5,5,8,4,1,2,1,1,1,5
7,3,2,4,1,1,2,7,1,5,6,4,2,6,4,5,5,5,3,5,3,2,6,1,5,7,5,6,1,1,6,1,4,3,3,5,3,7,4,3,5,3,4,6,4,1,1,4
8,2,1,2,9,5,8,9,1,3,1,6,5,1,10,8,5,7,4,2,3,2,5,5,8,2,2,2,5,1,9,6,2,6,2,5,4,6,4,1,8,2,4,6,4,2,4,3
6,4,2,4,10,4,7,9,1,4,3,4,1,6,4,7,5,6,2,49,2,2,6,2,8,5,3,5,9,1,9,9,5,5,2,4,6,5,5,2,8,1,4,3,4,2,3,1
2,4,2,3,1,2,4,8,1,3,5,2,5,1,1,5,2,3,2,46,3,3,1,1,7,5,6,4,7,3,9,8,4,5,2,1,5,6,3,5,7,2,4,4,1,1,1,2
6,5,1,4,3,1,2,7,1,4,5,4,1,4,4,5,5,6,4,19,3,2,4,3,5,8,7,6,7,1,5,5,5,4,4,4,6,2,4,1,6,2,4,5,4,3,5,1
4,3,3,2,1,3,5,8,1,4,4,4,1,5,4,6,3,5,5,47,5,1,1,5,7,5,7,4,6,3,6,5,3,4,1,5,6,3,5,1,6,1,3,5,4,3,5,1
9,2,3,3,9,1,2,3,1,3,2,6,4,7,6,3,3,7,4,52,3,3,1,6,10,5,4,5,9,1,6,7,5,5,5,7,3,7,4,1,6,6,1,3,4,3,6,2
8,2,2,3,3,4,8,9,1,4,4,3,2,9,3,7,5,4,3,54,3,1,3,3,7,3,3,3,6,1,6,5,3,5,3,7,2,8,5,1,8,3,4,4,4,2,4,3
5,3,3,3,1,1,3,7,1,3,5,3,5,1,1,5,1,4,4,21,3,3,1,1,6,2,7,1,7,4,5,5,1,4,5,3,2,7,3,5,7,6,4,2,2,1,1,5
6,2,1,5,11,4,2,5,1,3,3,3,5,4,3,4,5,6,4,52,3,1,4,1,3,5,7,4,2,2,9,3,3,4,4,2,6,1,5,1,6,2,4,2,4,2,3,1
5,3,1,4,10,3,2,4,1,5,3,5,2,3,3,3,1,5,5,20,3,1,3,2,3,8,7,6,7,5,8,7,6,6,4,1,4,3,6,4,6,2,1,1,2,1,1,2
8,1,2,3,10,1,1,2,1,3,2,6,5,1,10,2,1,7,5,36,5,1,4,5,10,2,2,2,5,7,4,4,2,5,3,7,4,6,5,1,6,2,1,4,4,3,4,1
3,5,3,1,1,2,2,4,1,3,3,4,4,1,1,2,5,2,1,25,4,3,3,1,2,8,3,7,2,1,9,3,5,4,4,6,3,2,7,1,5,2,4,5,4,2,3,4
7,1,1,4,11,2,4,6,1,4,2,6,1,10,6,5,3,6,4,66,4,1,1,4,4,8,6,7,8,1,4,5,6,6,7,2,6,2,4,2,8,6,4,3,4,2,2,1
5,2,2,3,11,2,2,3,1,4,1,7,1,7,7,3,2,5,5,60,3,2,6,4,10,9,5,7,9,6,6,7,7,5,6,7,5,4,5,1,5,5,4,6,4,2,2,3
2,1,2,3,6,4,6,8,1,3,3,3,5,1,1,5,5,4,2,45,3,1,5,1,6,6,4,5,7,1,9,8,5,6,5,4,1,9,5,5,7,9,4,1,3,3,1,5
3,4,3,2,4,4,2,4,1,2,3,2,4,1,1,2,5,4,3,65,4,2,5,1,2,9,5,7,8,1,4,5,6,4,3,3,1,6,5,4,3,3,4,7,4,1,1,5
8,2,2,3,1,5,3,7,1,2,5,2,3,1,1,5,1,7,5,14,5,2,1,1,6,7,1,7,6,5,8,6,6,5,7,4,2,7,6,5,5,9,4,6,3,1,1,5
4,4,3,2,7,2,4,5,1,4,2,6,1,10,6,4,1,3,4,48,4,3,1,6,10,7,2,7,9,5,8,9,7,4,7,4,2,9,7,5,6,9,1,6,1,1,1,1
3,4,3,1,10,2,2,1,1,2,1,6,3,2,2,1,5,3,3,16,2,3,6,2,8,10,2,7,3,1,7,4,6,4,2,6,2,1,4,1,8,1,4,2,4,2,2,3
4,4,1,3,3,1,2,6,1,4,4,5,1,10,5,5,4,3,1,10,2,1,1,6,4,3,1,4,4,1,9,5,3,5,3,3,5,6,5,4,8,2,4,3,4,1,1,2
9,4,3,3,11,3,4,5,1,4,1,7,1,9,7,4,1,6,4,63,3,3,1,7,10,10,2,7,9,4,9,10,7,5,7,4,4,4,4,1,4,8,1,1,4,2,4,3
1,2,1,1,9,4,3,3,1,3,1,5,4,7,5,2,3,1,2,27,4,1,1,3,1,8,7,6,5,1,6,5,5,6,3,1,1,6,3,5,1,3,4,2,1,1,1,5
6,1,1,4,1,4,4,9,1,4,6,1,1,6,1,6,5,6,3,57,3,1,4,1,8,8,4,7,2,3,9,3,5,5,3,1,6,4,5,5,8,2,1,4,2,1,1,1
5,5,1,4,2,2,2,7,1,3,5,2,5,1,1,5,1,6,4,60,2,1,1,1,5,6,9,4,5,4,9,6,4,5,3,3,6,3,5,2,2,2,4,4,4,2,3,1
9,1,1,4,1,1,2,7,1,2,6,1,3,1,1,5,2,7,5,67,9,1,4,1,5,7,8,5,7,1,9,8,5,7,4,4,2,8,4,5,6,5,4,2,2,1,1,5
