Length of Username,Class,Sex,Is Professional Account,Country Block_1,Country Block_2,Number of Followers,Is Joined Recently,Is Private,Is Verified,Number of Posts,Number of Mutual Followers,Mean Post Likes,Percentage of Following,Is Business Account,Number of Video Posts,Length of Biography
0.4057033816078252,1.0,1.0,0.0,0.0,0.0,0.441191609457034,0.0,0.0,0.0,0.7385192610339868,0.4887107935956321,0.5656960323601457,0.8000830503603137,1.0,0.6944114635589542,0.1497778332850081
0.498899840966906,1.0,1.0,1.0,0.0,0.0,0.4020717239247473,1.0,0.0,0.0,0.632511099912113,0.4759957421436833,0.5177349180018217,0.7727689479193443,1.0,0.5260538608757106,0.3491141776276707
0.4580628028524777,1.0,1.0,0.0,0.0,0.0,0.4259999394735884,1.0,0.0,0.0,0.6634959795795088,0.4313359067173233,0.5580080512275849,0.7641913800767919,1.0,0.6160856838218075,0.2479758769423918
0.6781202597795686,1.0,1.0,0.0,0.0,0.0,0.3205583628046517,0.0,1.0,0.0,0.5536735789256906,0.3888679396409666,0.4917197772471873,0.8078422786938313,0.0,0.6203744833713363,0.1365314047377334
0.4596855178733005,1.0,1.0,1.0,0.0,0.0,0.3265887323123535,1.0,1.0,0.0,0.5212318306997257,0.4469373819539572,0.5547930841218297,0.8464678340903523,1.0,0.7283273807184913,0.2952820829065814
0.4896043546259551,1.0,1.0,1.0,0.0,0.0,0.4528153644924101,1.0,0.0,0.0,0.6395620488889455,0.4754982529872421,0.4946736790165169,0.7903206986358908,0.0,0.6997079871938465,0.5295345652820715
0.6174865931977821,1.0,1.0,0.0,0.0,0.0,0.4475490567427243,1.0,0.0,0.0,0.5446056863524872,0.4167063790518017,0.5683860165684833,0.8517471358397863,1.0,0.5259466957795362,0.2905174502734154
0.445268601163605,1.0,1.0,0.0,0.0,0.0,0.2615703723247833,0.0,0.0,0.0,0.6942304377226115,0.3943530878935435,0.4377328579456055,0.7810336042764555,0.0,0.5261470198447846,0.1615020083244187
0.4594162694821573,1.0,1.0,0.0,0.0,0.0,0.4259257331246141,1.0,1.0,0.0,0.5434383400185637,0.4096590717184007,0.6753630141414462,0.7704108026736658,0.0,0.7284739526325203,0.4605229154312646
0.6565186967733594,1.0,0.0,0.0,0.0,0.0,0.3973344944486582,1.0,0.0,0.0,0.641128282891933,0.5267376064659188,0.4611516072783368,0.8393489240798067,1.0,0.4931981331713311,0.4231198228027573
0.3889257995078026,1.0,1.0,0.0,0.0,0.0,0.3438936205159796,1.0,0.0,0.0,0.8971058052553076,0.4797302804047748,0.5235975751460558,0.7757636795291614,0.0,0.666328225561569,0.1542409145270268
0.4304457466065392,1.0,0.0,1.0,0.0,0.0,0.3293801827339826,0.0,0.0,0.0,0.735502599573424,0.3841401448700043,0.5388755044648953,0.7796008512717649,1.0,0.7165743537633028,0.3084025781910893
0.8018478978694514,1.0,1.0,0.0,0.0,0.0,0.3631819096331675,1.0,0.0,0.0,0.526218293532153,0.4971909612087458,0.4580284364176594,0.7963889099613006,0.0,0.3862076060778192,0.4391110662307395
0.4262558975867802,1.0,1.0,0.0,0.0,0.0,0.3981870095069632,1.0,0.0,0.0,0.5716755441003337,0.4708507291923431,0.5145041085981574,0.8273817498466638,0.0,0.3513706646253384,0.5136413864074414
0.5940843511879205,1.0,1.0,0.0,0.0,0.0,0.3577693925277859,1.0,0.0,0.0,0.710353360167356,0.454714776490069,0.41965946606332,0.7629219913135642,1.0,0.6027065243995808,0.5316139582746189
0.4686432780828142,1.0,1.0,0.0,0.0,0.0,0.4289832702451702,1.0,0.0,0.0,0.6100241413949306,0.4444039752156429,0.4978733807569482,0.8035381389692421,0.0,0.4647045568039213,0.2627298203110599
0.6738913332912154,1.0,0.0,0.0,0.0,0.0,0.4081489185075604,1.0,1.0,0.0,0.6664194342867243,0.3901600406605785,0.4707359309984846,0.7625604911511688,1.0,0.5903450783729514,0.4133484307594806
0.5725153286754159,1.0,1.0,0.0,0.0,0.0,0.4166558985011185,0.0,1.0,0.0,0.5411888590336005,0.379312920674045,0.5715219365526649,0.7850911978431891,0.0,0.5154965673991815,0.399210296105819
0.8460704825648867,1.0,0.0,0.0,0.0,0.0,0.2062873677533719,1.0,0.0,0.0,0.5906249217531274,0.4832890729495152,0.5366373205711399,0.8404703495333159,1.0,0.8100097296679915,0.3299010978959138
0.438353663744397,1.0,1.0,0.0,0.0,0.0,0.3058330580288397,1.0,0.0,0.0,0.6149430409690617,0.4376191861558901,0.4583999879645757,0.7556623243741298,0.0,0.3949429677411997,0.3969891402021831
0.4460514022352455,1.0,1.0,0.0,0.0,0.0,0.4399870810758998,1.0,0.0,0.0,0.6388723086566608,0.4493449047347681,0.4686398860321615,0.76235468761133,0.0,0.4160738300136224,0.3862252099400906
0.488894234705236,1.0,1.0,0.0,0.0,0.0,0.2281447463084475,1.0,0.0,0.0,0.5268791711057226,0.5222484844204145,0.7391655484093211,0.8189444938687243,1.0,0.5868944994672122,0.3481581036787354
0.4702776417455803,1.0,1.0,0.0,0.0,0.0,0.2000723686700705,1.0,0.0,0.0,0.5538425994582467,0.5128432320416325,0.6000956056985531,0.8015008248120516,0.0,0.6485853810806211,0.4947224675082956
0.6182988455654307,1.0,1.0,1.0,0.0,0.0,0.4062261257462364,1.0,0.0,0.0,0.5824841424032398,0.522437888247052,0.5008665996443152,0.7738882252617165,0.0,0.4674060938825022,0.3652199056123048
0.4114976382284031,1.0,1.0,0.0,0.0,0.0,0.4351762457494168,0.0,1.0,0.0,0.5854904614765508,0.4367855699771099,0.5118540500605073,0.7704216400991212,1.0,0.606989223412073,0.325505056423402
0.5356828843797866,1.0,1.0,1.0,0.0,0.0,0.298683279616182,1.0,1.0,0.0,0.7936805024740075,0.5134866911154399,0.5922723964365171,0.769005624863253,0.0,0.5286269308591719,0.5331168151531908
0.4659273271686415,1.0,1.0,1.0,0.0,0.0,0.3864742111957094,1.0,1.0,0.0,0.6457020326574362,0.4467851151433711,0.6338720086289826,0.7228865838350144,0.0,0.5740583948099047,0.2922957324767616
0.5567783173877027,1.0,1.0,1.0,0.0,0.0,0.1704727432543276,0.0,0.0,0.0,0.9250229722466738,0.4363957353647701,0.495679226291701,0.7650651016470367,0.0,0.5448335541733625,0.3557955332340549
0.5164719582007892,1.0,0.0,1.0,0.0,0.0,0.4323375261566327,1.0,0.0,0.0,0.5795333590164905,0.4685207883457242,0.5640109502639369,0.8641008743299993,1.0,0.5252232933770792,0.4587489321866322
0.4052835318958963,1.0,1.0,1.0,0.0,0.0,0.4499057879004636,1.0,0.0,0.0,0.7266024686346595,0.4792404641817315,0.5238256027330875,0.7965975210652994,1.0,0.5547050132499869,0.3910853625250657
0.4350990368362617,1.0,1.0,1.0,0.0,0.0,0.2756697767991221,1.0,0.0,0.0,0.5692683605219546,0.419964448536697,0.623754298238731,0.7403433750932276,1.0,0.6046269656766247,0.3039748085641373
0.5503455002529299,1.0,1.0,1.0,0.0,0.0,0.3664108071261723,1.0,0.0,0.0,0.5932688217102712,0.5220070758289885,0.4365601112995849,0.796824675416775,0.0,0.5305934710914342,0.3701170461558475
0.4629086228703243,1.0,1.0,1.0,0.0,0.0,0.4040468104434673,1.0,0.0,0.0,0.6359658113722343,0.4673860790480404,0.648250722734219,0.81443839162056,0.0,0.6401725658805346,0.4894754277119883
0.4957563550732084,1.0,1.0,0.0,0.0,0.0,0.2247156221873513,1.0,0.0,0.0,0.6416851714848876,0.4631637664287862,0.6570323051736862,0.7897055203372815,1.0,0.4251888682312088,0.3996462949870603
0.483130225039124,1.0,1.0,0.0,0.0,0.0,0.3998482270970805,1.0,0.0,0.0,0.8839058801584412,0.4564036874617259,0.4896149589782606,0.814464799542099,1.0,0.553489306760828,0.4536375136331798
0.4666598903442256,1.0,1.0,0.0,0.0,0.0,0.4200451716561643,1.0,0.0,0.0,0.6887321357348751,0.519897019219806,0.6097475158753181,0.7654947067535043,0.0,0.4141466075793075,0.483632795660566
0.5953010728112318,1.0,1.0,1.0,0.0,0.0,0.4400705670610207,1.0,0.0,0.0,0.5535951500814928,0.4957070775453587,0.5537870828817459,0.8148313457107794,0.0,0.6048051054912851,0.4731405905568654
0.4979003714850134,1.0,0.0,1.0,0.0,0.0,0.1925772821219519,1.0,1.0,0.0,0.5379615750158895,0.4224265813990618,0.5368892932439814,0.8267977462895639,1.0,0.6399866880972149,0.2994548135368362
0.4156620686173797,1.0,0.0,0.0,0.0,0.0,0.3770210505419117,0.0,0.0,0.0,0.651070799761271,0.4724816642735374,0.5642538571675128,0.7576209733765308,0.0,0.644788970752119,0.3762715915194472
0.4395356115525716,1.0,1.0,1.0,0.0,0.0,0.4334980279602577,1.0,0.0,0.0,0.6087851572888259,0.5142093662459915,0.4851970298982246,0.7961577581220096,0.0,0.459395955258283,0.2994254313935094
0.6180407607445317,1.0,0.0,1.0,0.0,0.0,0.372415747116989,1.0,0.0,0.0,0.5395277495758054,0.3158827129857594,0.4853973565117716,0.8309407002337271,0.0,0.5108518969850657,0.2152254956930835
0.3951737929221963,1.0,1.0,0.0,0.0,0.0,0.339761557670815,1.0,0.0,1.0,0.644557594220762,0.5070261781193298,0.5128365956420764,0.723682483374276,1.0,0.4891582888530392,0.2721679393133023
0.7051217706135842,1.0,0.0,1.0,0.0,0.0,0.3706448056802001,1.0,1.0,0.0,0.5433154857807645,0.3170444484262541,0.4714581486251807,0.724706514608669,0.0,0.4471139811625917,0.3272965640895036
0.4881004793636564,1.0,1.0,0.0,0.0,0.0,0.366160904287152,1.0,0.0,0.0,0.554445383374445,0.3840832882812333,0.5485978795981701,0.8139689706741591,1.0,0.4798900000249371,0.3740453095641235
0.3802990581122287,1.0,0.0,1.0,0.0,0.0,0.4372573063141951,1.0,1.0,0.0,0.6380945169383434,0.4562434133517011,0.6051391472839889,0.8037719801986196,1.0,0.6304187961636657,0.5605449477616584
0.5604502825073435,1.0,1.0,0.0,0.0,0.0,0.4022594607771459,1.0,0.0,0.0,0.658183293176239,0.4841950393198486,0.5091662283974063,0.8213298199470558,0.0,0.7141961223884438,0.421226490179051
0.5327294669419775,1.0,1.0,0.0,0.0,0.0,0.3162876561659929,1.0,1.0,0.0,0.5675581628107497,0.5371835652340957,0.4869248363202453,0.7875758913969555,0.0,0.595419930826473,0.2813429921465908
0.5394318170563387,1.0,1.0,0.0,0.0,0.0,0.4370504155622446,0.0,0.0,0.0,0.6342968790989846,0.3163033280217244,0.4709867229420275,0.7201100857060556,0.0,0.7865271795824162,0.3374121322559409
0.387932085175097,1.0,1.0,0.0,0.0,0.0,0.3386729110465303,1.0,0.0,0.0,0.5682126411613256,0.5364220580017716,0.6616180103536634,0.7988022011789007,1.0,0.5124730030455016,0.46306968015348
0.6211416858496602,1.0,0.0,0.0,0.0,0.0,0.4524408473025535,1.0,0.0,0.0,0.6033696412664467,0.409109396772559,0.5430109652831221,0.789667690242742,1.0,0.5221425888936909,0.5071610587489894
0.6751065044692175,1.0,1.0,0.0,0.0,0.0,0.337660564635163,1.0,0.0,0.0,0.6003114397569398,0.3973658491642074,0.5261329964000125,0.7876554189138547,1.0,0.6492932386942021,0.3845837070384549
0.6364478946268152,1.0,1.0,0.0,0.0,0.0,0.3224193805142822,1.0,0.0,0.0,0.7982355934109829,0.3844692153426333,0.4710216890815959,0.8597009581214846,0.0,0.599450238824506,0.3577146642122713
0.4832968888480463,1.0,1.0,0.0,0.0,0.0,0.2665109802858352,0.0,1.0,0.0,0.5813744491514892,0.4664829705038957,0.6786018338909594,0.799894110742492,0.0,0.5994434701718016,0.4235346018904979
0.5308512643829435,1.0,1.0,1.0,0.0,0.0,0.4529569465229607,1.0,0.0,0.0,0.5550870286831966,0.4719197935795299,0.494538967610399,0.8411830801005746,0.0,0.52875465549146,0.5065552543323624
0.5625661332041727,1.0,1.0,1.0,0.0,0.0,0.4050585164867401,1.0,1.0,0.0,0.7649775069615399,0.5460143520617832,0.5079127783089655,0.8254065100930806,1.0,0.6678577035642809,0.4363711275114042
0.5034656936758278,1.0,1.0,0.0,0.0,0.0,0.4177814133846525,1.0,0.0,0.0,0.6459374358428072,0.392219019469475,0.5746571008730366,0.7353899890852285,0.0,0.5149904796338058,0.4307691954897247
0.561347567009669,1.0,1.0,1.0,0.0,0.0,0.3070268954691953,1.0,0.0,0.0,0.6613997302972964,0.4854945505286407,0.56363500139416,0.843978495564274,1.0,0.6307675234618013,0.4895140033650321
0.5193028252777966,1.0,0.0,1.0,0.0,0.0,0.4250922748265635,1.0,1.0,0.0,0.5855609304306751,0.5295654929187116,0.539871619953548,0.7436740662074833,1.0,0.4616430503297305,0.3696496857916388
0.4460004354928527,1.0,0.0,0.0,0.0,0.0,0.3774464756687355,1.0,1.0,0.0,0.6124670759436034,0.5100937114563731,0.4644985870146423,0.7849128110746361,0.0,0.3898294039120504,0.3402072223926484
0.6223736796937139,1.0,1.0,0.0,0.0,0.0,0.2535782358699514,1.0,0.0,0.0,0.6134438407282963,0.4906086194352954,0.5592733328343819,0.7842678298050454,0.0,0.5666056083363417,0.5755108991391292
0.4588272756217737,1.0,0.0,1.0,0.0,0.0,0.3749706788463721,0.0,0.0,0.0,0.5563484728969159,0.4903430482222718,0.5244315177599165,0.7448802500623897,0.0,0.657416791342686,0.4577819522425599
0.3981279386617456,1.0,0.0,0.0,0.0,0.0,0.3180270462634599,0.0,0.0,0.0,0.5243244550049247,0.4114085252979663,0.4564982863552645,0.8311752941428736,0.0,0.5602265442991105,0.3277776017397622
0.6384677370435262,1.0,1.0,0.0,0.0,0.0,0.24985874861415,1.0,0.0,1.0,0.5525973901474329,0.4830739674539273,0.5351137764036034,0.7671836196769835,1.0,0.6460417520223426,0.466870809737564
0.384691494285403,1.0,1.0,1.0,0.0,0.0,0.4324950425513113,1.0,0.0,0.0,0.6804844915296963,0.5224367753603544,0.5030655278213038,0.8058940540401176,1.0,0.4662784655573985,0.3681513511682361
0.5337253073938953,1.0,1.0,1.0,0.0,0.0,0.3812341557742855,1.0,0.0,0.0,0.5932187346729761,0.5283349327899446,0.518939559016437,0.8301180819325878,1.0,0.6075430277857304,0.4674151977342978
0.6428210205205741,1.0,1.0,0.0,0.0,0.0,0.4061522573751076,1.0,0.0,0.0,0.6555744962252307,0.4618973508080561,0.5193274160708556,0.812382882174326,0.0,0.417521444782058,0.2691184057153576
0.3999556951472152,1.0,1.0,1.0,0.0,0.0,0.1639228166565315,1.0,0.0,0.0,0.5699604493378946,0.3957293744637963,0.5382683225320265,0.7271438337998337,0.0,0.6742689815572458,0.1842321994864054
0.4641800566435691,1.0,1.0,0.0,0.0,0.0,0.2631164934163289,1.0,0.0,0.0,0.5607428624173039,0.3899931977627902,0.5035284809799752,0.8238756004770079,1.0,0.6285931623001644,0.4255322737985471
0.5379851813312376,1.0,1.0,0.0,0.0,0.0,0.439177267552382,1.0,0.0,0.0,0.53681641828209,0.3367176428165074,0.4314032588333673,0.8035096921810692,0.0,0.6230691297687425,0.3417182880942902
0.6659527372392668,1.0,1.0,1.0,0.0,0.0,0.3925698582157546,0.0,0.0,0.0,0.7249956542421547,0.4481115850392464,0.5723674088068684,0.7701744660308747,1.0,0.5422684094362498,0.3602671975962815
0.6116891455785811,1.0,1.0,0.0,0.0,0.0,0.437162612274131,1.0,0.0,0.0,0.7107065339794503,0.5006328502338309,0.7306850169213712,0.7538361746556926,0.0,0.5062423843336554,0.390909773416127
0.4820400509667107,1.0,0.0,1.0,0.0,0.0,0.2838728388984091,1.0,0.0,0.0,0.5410097079559285,0.4888032670457335,0.4948808761228559,0.8358190708985727,0.0,0.6714306000058708,0.3271066209504608
0.3714223435073278,1.0,1.0,1.0,0.0,1.0,0.4046011452018903,0.0,1.0,0.0,0.5613207910895934,0.3523315206211016,0.4586498243342006,0.7515393577833019,1.0,0.5870389392651687,0.3826451352075756
0.7629102801297203,1.0,1.0,1.0,0.0,0.0,0.3733826295250525,1.0,1.0,0.0,0.7880588581975381,0.3572866771933367,0.6220596821626997,0.741746976125794,1.0,0.4625386447351178,0.4417934820453637
0.4102215900491932,1.0,0.0,1.0,0.0,0.0,0.4472283061797055,0.0,0.0,0.0,0.7357486489932725,0.4464142058129977,0.5499731375653659,0.7404061926439628,0.0,0.7276515555525692,0.3890873769110723
0.4062891725954399,1.0,1.0,0.0,0.0,0.0,0.1148076328387392,1.0,0.0,0.0,0.6713112052135093,0.535397985763387,0.4802157350472098,0.7811131862901356,0.0,0.5763050966377677,0.4135494608701759
0.4568796144541157,1.0,1.0,0.0,0.0,0.0,0.4214381182515206,1.0,0.0,0.0,0.652596131031062,0.5432103186206227,0.5346825619589998,0.7942640708656925,1.0,0.5710259345664009,0.2891927266240467
0.5608413670666502,1.0,0.0,1.0,0.0,0.0,0.3675776400325048,0.0,1.0,0.0,0.6726013989095198,0.5362475708304917,0.4825001765024937,0.7562861732845761,0.0,0.5467225942701069,0.386301055346131
0.59469668990982,1.0,1.0,0.0,0.0,0.0,0.2977305452329994,1.0,0.0,0.0,0.6978169364623406,0.3473566136717079,0.4885414242738582,0.7832617741955694,1.0,0.672998837752526,0.5226065402350049
0.6207370004730963,1.0,1.0,0.0,0.0,0.0,0.4457218524980578,1.0,0.0,0.0,0.8236923749710556,0.4333612641092264,0.5875372362145628,0.7627693157679749,0.0,0.5379262205834814,0.2713661983234301
0.5358963966431933,1.0,1.0,0.0,0.0,0.0,0.4389645215900525,1.0,0.0,0.0,0.6253931283641825,0.4870078963874509,0.5400481562466599,0.8138631472209491,1.0,0.5608866612454969,0.2041006405288826
0.5053536640583617,1.0,1.0,0.0,0.0,0.0,0.3834064294612733,1.0,1.0,0.0,0.5717963702121032,0.526867822805356,0.454052273740578,0.7990196579640421,1.0,0.5044326184070742,0.5704160351770752
0.5664616496872432,1.0,0.0,0.0,0.0,0.0,0.4527485672862304,1.0,0.0,0.0,0.5995539574572608,0.5203685685973345,0.4800168926926537,0.7755261702283951,0.0,0.6803111500992738,0.4180791880595868
0.6777726829147389,1.0,1.0,1.0,0.0,0.0,0.2883581702898467,1.0,0.0,0.0,0.5856625507760945,0.5223951372057358,0.5419124304892224,0.8231022931881243,0.0,0.5179386250985208,0.5325947572816029
0.4716988582425193,1.0,1.0,0.0,0.0,0.0,0.2790995361491372,1.0,0.0,0.0,0.6566239227386612,0.4661817228276306,0.4991720816706823,0.7760681650599732,0.0,0.6447104493268656,0.3288507986295007
0.3978919052248097,1.0,1.0,1.0,0.0,0.0,0.3795108547124053,0.0,0.0,0.0,0.6283831128464905,0.4595130251934893,0.4370893466265703,0.7834726783077232,0.0,0.630801121311243,0.4981643933796937
0.3832035936949884,1.0,1.0,1.0,0.0,0.0,0.1728066896051661,1.0,0.0,0.0,0.6308953528720919,0.53830423328412,0.5169330529203191,0.8127940984037325,0.0,0.5873778912100773,0.4627865140645089
0.4068792462554321,1.0,0.0,1.0,0.0,0.0,0.2591267891542404,1.0,1.0,0.0,0.5205575501381658,0.387317944481596,0.567930066049454,0.8470029451901502,0.0,0.4883343560202045,0.389466435243904
0.5802636833680129,1.0,0.0,0.0,0.0,0.0,0.2502916791432854,1.0,0.0,0.0,0.5223443749388431,0.4789364581149374,0.5033239004440467,0.8356559969392579,1.0,0.6251887032347523,0.4880726434178745
0.7942283506951471,1.0,1.0,1.0,0.0,0.0,0.3905923811800184,1.0,0.0,0.0,0.5842273750521039,0.5123621064538905,0.5327935480951033,0.734487225123273,1.0,0.5434259405887671,0.4202970390372872
0.4586887551332055,1.0,1.0,1.0,0.0,0.0,0.4064975143455219,1.0,1.0,0.0,0.6130316210324761,0.4014977634771416,0.6500239029981019,0.7596830002631552,1.0,0.5117588361267855,0.3395018999590951
0.3985377049300234,1.0,1.0,0.0,0.0,0.0,0.2253210997789888,1.0,0.0,0.0,0.5527988837241438,0.366304539913635,0.7234705394937231,0.7797886473319022,0.0,0.3923702676933362,0.2168107993642747
0.4305494895010194,1.0,1.0,0.0,0.0,0.0,0.4362669127918798,1.0,1.0,0.0,0.624043863299735,0.5219922360201312,0.5837595057334968,0.7772190589242504,1.0,0.3686433831431697,0.2393249858319034
0.4658897994914199,1.0,0.0,0.0,0.0,0.0,0.380216768970545,0.0,0.0,0.0,0.6566749925820802,0.4931358590219721,0.5468626687708029,0.8432771673242437,0.0,0.5735310155476717,0.6008582389628182
0.4506415815018392,1.0,1.0,0.0,0.0,0.0,0.4488686053624534,1.0,0.0,0.0,0.5694963817939475,0.5403396643192867,0.5422627148858974,0.7986217366897829,0.0,0.5254690462533981,0.3699826532492879
0.5579841038235946,1.0,1.0,1.0,0.0,0.0,0.3405923170300838,1.0,0.0,0.0,0.8654815495621258,0.2884958655938105,0.5143170251355689,0.8037458847519308,0.0,0.533024931203917,0.6058345479445038
0.4322973529837557,1.0,1.0,1.0,0.0,0.0,0.3132815465488899,1.0,0.0,0.0,0.5858173372249369,0.5406460629967166,0.5944021936884711,0.8078999002262512,1.0,0.3615084369450426,0.4195311607502971
0.3788781261479432,1.0,0.0,0.0,0.0,0.0,0.3979304285812466,0.0,1.0,0.0,0.6165488100582275,0.3281098765961688,0.7171254521597104,0.7858542593084831,0.0,0.4671329204352361,0.5185306944160142
0.3774952240679551,1.0,1.0,1.0,0.0,0.0,0.2661853280666437,0.0,1.0,0.0,0.7091866973372805,0.4153058096590701,0.5134298159937587,0.7829278129865416,0.0,0.50611928155373,0.4422778381219677
0.4916838097432119,1.0,1.0,0.0,0.0,0.0,0.431008943350565,1.0,0.0,0.0,0.6011333954917969,0.3654362120455762,0.5125620767057502,0.7550119840072083,0.0,0.3722660902275918,0.5023054790492847
0.44375159172706,1.0,1.0,0.0,0.0,0.0,0.4291683106306379,1.0,0.0,0.0,0.5419325792462559,0.5390867634100351,0.4734672614572593,0.8048066601192887,0.0,0.5838703873398761,0.4463098507522762
0.4484233919184398,1.0,1.0,0.0,0.0,0.0,0.4141349867800666,1.0,0.0,0.0,0.5786111166228446,0.2958329823176059,0.459919149632477,0.794767631674802,1.0,0.5300296337182151,0.3650356681530826
0.487310346974862,1.0,1.0,0.0,0.0,0.0,0.3969464861452634,0.0,0.0,0.0,0.5349516496006836,0.5392541371851158,0.4736283912244269,0.7287966834674376,1.0,0.5979803022291967,0.4409554421950613
0.4114189257085336,1.0,1.0,0.0,0.0,0.0,0.2654429125972974,1.0,0.0,0.0,0.5732795733154847,0.4956316583468118,0.5901220864236694,0.7954126120486003,0.0,0.4346279886433841,0.2512313701367348
0.6097480364173788,1.0,1.0,1.0,0.0,0.0,0.420484072906555,1.0,0.0,0.0,0.626551500810213,0.5388633954252084,0.4796614532341751,0.766355755725777,0.0,0.3645966561016702,0.2113223562053215
0.3555664351746227,1.0,1.0,1.0,0.0,0.0,0.4275532929106918,1.0,1.0,0.0,0.6333984533262753,0.354789741704121,0.4864145957304874,0.7593294593493394,0.0,0.4389600898794636,0.3091398878445849
0.4873582942413312,1.0,0.0,0.0,0.0,0.0,0.38796237131661,1.0,0.0,0.0,0.5826546855513096,0.4905390755898468,0.5412328182732817,0.8367539821083912,1.0,0.5588041846902239,0.3409387939365081
0.4368825739879983,1.0,0.0,0.0,0.0,0.0,0.3026938401317512,0.0,0.0,0.0,0.52190958767989,0.3659931686270092,0.5470801334084191,0.7172928302841058,0.0,0.3682281739759256,0.4271395041203896
0.687167611108239,1.0,1.0,1.0,0.0,0.0,0.3608337915144479,1.0,0.0,0.0,0.6734703984191428,0.3556237558847788,0.5218769654691605,0.8068557074384677,0.0,0.3561304596312087,0.4210460867281457
0.4800454868088391,1.0,1.0,0.0,0.0,0.0,0.2957890630313152,0.0,0.0,0.0,0.7232413689495877,0.5120245962602663,0.5791538427013851,0.7973755782941128,0.0,0.5662630391309276,0.3370383169735919
0.3959619523924482,1.0,1.0,0.0,0.0,0.0,0.399404376123626,1.0,0.0,0.0,0.5360361006460973,0.4869043069713031,0.6751010408055593,0.8187952804672847,0.0,0.4201211752517719,0.2917478783998019
0.513808801373409,1.0,1.0,0.0,0.0,0.0,0.410248444953858,1.0,0.0,0.0,0.5606312736698253,0.5020587464945113,0.6500452957510138,0.7506322757777419,1.0,0.3878566243150475,0.3965886413735531
0.4440757535294973,1.0,1.0,0.0,0.0,0.0,0.3009432210413747,1.0,0.0,0.0,0.6469833808527424,0.488709307755028,0.4803565957870356,0.8201519119714944,0.0,0.6309061946356714,0.4475153993969119
